g,b,exp_val
"[0.599758597503506, 0.8853579296480326]","[2.541834056086287, 2.5989539225151925]",4.705231796081434
"[1.3994367275081805, 2.027755258226139]","[2.199114857512855, 2.4275943232284765]",8.022055417322878
"[2.827433388230814, 1.427996660722633]","[1.8849555921538759, 2.3990343900140236]",8.314185320620386
"[0.8567979964335799, 0.45695893143124267]","[0.34271919857343197, 1.942075458582781]",8.145410908795157
"[1.5136764603659911, 0.8853579296480326]","[2.6846337221585506, 0.7139983303613167]",7.044883826990401
"[2.4847141896573817, 2.227674790727308]","[2.3133545903706656, 0.8282380632191273]",8.407899136824115
"[2.1705549242984024, 2.3419145235851184]","[2.5703939893007397, 3.1130327203753403]",8.649383072803277
"[3.1130327203753403, 2.3990343900140236]","[0.7711181967902219, 1.7421559260816124]",8.245560025662694
"[0.9139178628624852, 1.028157595720296]","[2.3133545903706656, 1.8278357257249704]",8.63309031017148
"[2.6846337221585506, 3.0273529207319823]","[2.884553254659719, 2.456154256442929]",8.212324241238932
"[0.3998390650023373, 1.8278357257249704]","[1.1709572617925592, 2.5132741228718345]",9.199829754625677
"[2.4275943232284765, 2.9987929875175294]","[1.2280771282214644, 3.1130327203753403]",8.25771564340571
"[0.48551886464569527, 1.8278357257249704]","[2.855993321445266, 0.6568784639324112]",8.387638631104574
"[2.4847141896573817, 2.941673121088624]","[2.199114857512855, 0.9710377292913905]",8.043078484193538
"[2.2562347239417604, 3.1130327203753403]","[2.6560737889440977, 0.514078797860148]",7.991079220749438
"[1.6564761264382544, 1.0567175289347486]","[0.37127913178788463, 1.7135959928671598]",7.975133457578231
"[2.4275943232284765, 1.8849555921538759]","[1.2851969946503699, 2.884553254659719]",8.34119611273052
"[1.3137569278648225, 2.913113187874172]","[0.599758597503506, 2.456154256442929]",8.161196352002484
"[2.3419145235851184, 1.6564761264382544]","[2.2847946571562128, 0.9424777960769379]",8.526348914168665
"[1.113837395363654, 0.42839899821678995]","[1.0567175289347486, 0.5711986642890533]",5.940610599999204
"[1.0567175289347486, 2.3419145235851184]","[1.3708767942937279, 1.3137569278648225]",6.467302594458504
"[2.884553254659719, 1.1709572617925592]","[1.9991953250116865, 2.798873455016361]",8.4245385813434
"[1.6279161932238018, 3.055912853946435]","[2.855993321445266, 0.9424777960769379]",8.259074019923505
"[3.0844727871608875, 3.1130327203753403]","[2.456154256442929, 1.5707963267948966]",8.219649534616641
"[1.3137569278648225, 1.5707963267948966]","[1.8278357257249704, 2.627513855729645]",8.03373450592813
"[1.5993562600093492, 2.2562347239417604]","[2.113435057869497, 1.9706353917972337]",8.39597392171927
"[0.5426387310746006, 2.4275943232284765]","[0.8567979964335799, 2.6846337221585506]",7.8202789203112655
"[0.8567979964335799, 2.056315191440592]","[1.7421559260816124, 2.6846337221585506]",8.382527393598407
"[1.7421559260816124, 1.0852774621492012]","[0.6283185307179586, 2.6560737889440977]",8.389676526873988
"[1.8849555921538759, 0.599758597503506]","[1.9991953250116865, 1.1423973285781064]",8.494834168827753
"[1.113837395363654, 2.199114857512855]","[0.599758597503506, 1.113837395363654]",8.298389887981292
"[1.8849555921538759, 1.1995171950070118]","[1.456556593937086, 2.913113187874172]",8.338737158415814
"[0.42839899821678995, 1.1423973285781064]","[3.141592653589793, 1.7135959928671598]",8.250000000000025
"[0.9139178628624852, 1.2280771282214644]","[0.8282380632191273, 1.4851165271515385]",5.042053980198934
"[0.9710377292913905, 1.7707158592960652]","[1.3708767942937279, 2.1705549242984024]",8.803710073404963
"[2.884553254659719, 0.3998390650023373]","[1.7421559260816124, 2.113435057869497]",8.229214138809429
"[2.5132741228718345, 2.113435057869497]","[2.7417535885874558, 1.113837395363654]",8.883740830778912
"[3.055912853946435, 1.0567175289347486]","[2.2847946571562128, 0.6568784639324112]",8.314011520605264
"[2.713193655373003, 1.6279161932238018]","[2.3704744567995713, 0.7711181967902219]",8.284366259638485
"[2.713193655373003, 1.0852774621492012]","[2.3990343900140236, 2.5132741228718345]",8.08760591774241
"[1.9706353917972337, 0.48551886464569527]","[2.6560737889440977, 2.970233054303077]",9.11512088888806
"[2.3133545903706656, 0.42839899821678995]","[0.6568784639324112, 0.5711986642890533]",8.428988412200484
"[0.9995976625058433, 2.827433388230814]","[3.1130327203753403, 2.884553254659719]",8.322872967124699
"[0.7711181967902219, 2.3704744567995713]","[0.7425582635757693, 0.8282380632191273]",8.316625038068672
"[0.45695893143124267, 0.7425582635757693]","[2.5132741228718345, 0.7425582635757693]",7.767327022659232
"[1.1995171950070118, 1.3423168610792753]","[2.3990343900140236, 2.7417535885874558]",6.7863526850409945
"[1.6564761264382544, 2.027755258226139]","[3.141592653589793, 2.5989539225151925]",8.575970598941685
"[2.4847141896573817, 1.1995171950070118]","[0.34271919857343197, 0.8853579296480326]",8.683709478295855
"[1.8849555921538759, 1.6279161932238018]","[0.48551886464569527, 0.8567979964335799]",8.601172104231047
"[2.0848751246550443, 1.9991953250116865]","[2.456154256442929, 2.027755258226139]",8.2859890485824
"[0.8853579296480326, 1.9991953250116865]","[1.7992757925105178, 2.2562347239417604]",7.642031710597835
"[0.3998390650023373, 2.5989539225151925]","[2.7417535885874558, 2.798873455016361]",5.732966644219469
"[2.4275943232284765, 0.9424777960769379]","[1.3137569278648225, 0.7996781300046746]",8.302062029049306
"[0.599758597503506, 0.6283185307179586]","[1.9991953250116865, 2.4275943232284765]",6.457014522232098
"[1.6564761264382544, 1.5707963267948966]","[1.9991953250116865, 2.713193655373003]",8.315817197989464
"[1.6279161932238018, 2.7417535885874558]","[1.6564761264382544, 2.199114857512855]",8.93799341140519
"[1.1995171950070118, 2.5132741228718345]","[0.34271919857343197, 1.7992757925105178]",9.114140693172041
"[1.3137569278648225, 0.599758597503506]","[2.7417535885874558, 1.5993562600093492]",6.583232450514985
"[1.3423168610792753, 1.9991953250116865]","[2.1705549242984024, 3.0273529207319823]",8.109033321983933
"[1.2566370614359172, 1.856395658939423]","[2.6846337221585506, 1.7421559260816124]",7.87716491565658
"[1.856395658939423, 2.770313521801908]","[2.199114857512855, 1.0852774621492012]",8.132627199351276
"[1.0852774621492012, 1.9135155253683285]","[1.9706353917972337, 0.6283185307179586]",7.5389737781579385
"[1.856395658939423, 1.2851969946503699]","[2.5703939893007397, 1.2851969946503699]",9.428373518517098
"[2.9987929875175294, 1.8278357257249704]","[0.9710377292913905, 2.1419949910839495]",8.092290301948376
"[2.5703939893007397, 2.7417535885874558]","[2.3133545903706656, 0.7996781300046746]",8.285710941193113
"[0.9424777960769379, 2.4275943232284765]","[1.942075458582781, 2.970233054303077]",9.289368103251903
"[1.4851165271515385, 2.884553254659719]","[0.9139178628624852, 0.7425582635757693]",8.321009806255468
"[1.9135155253683285, 1.028157595720296]","[0.6283185307179586, 0.34271919857343197]",8.192395594053538
"[1.7421559260816124, 1.9706353917972337]","[0.514078797860148, 1.942075458582781]",8.46727876890858
"[1.5993562600093492, 2.027755258226139]","[1.028157595720296, 0.599758597503506]",7.943485213415222
"[2.884553254659719, 2.541834056086287]","[2.913113187874172, 1.3708767942937279]",9.462565046658868
"[0.8567979964335799, 2.2562347239417604]","[0.7139983303613167, 1.028157595720296]",8.637359538637346
"[1.2566370614359172, 2.4275943232284765]","[1.5136764603659911, 2.227674790727308]",8.073644112218412
"[0.8282380632191273, 2.6846337221585506]","[2.027755258226139, 3.055912853946435]",9.378989853441249
"[0.8567979964335799, 1.427996660722633]","[0.7996781300046746, 1.942075458582781]",7.906957654225642
"[1.1995171950070118, 1.2280771282214644]","[1.113837395363654, 2.1705549242984024]",8.99369135769307
"[1.1709572617925592, 2.456154256442929]","[0.7139983303613167, 2.4275943232284765]",8.057384071851548
"[1.1709572617925592, 0.3141592653589793]","[0.48551886464569527, 2.7417535885874558]",8.810164483323954
"[1.2851969946503699, 1.9135155253683285]","[1.0852774621492012, 2.827433388230814]",4.618692894043009
"[0.6568784639324112, 1.427996660722633]","[0.6854383971468639, 3.055912853946435]",6.7782722429063
"[2.855993321445266, 2.0848751246550443]","[2.5132741228718345, 2.3133545903706656]",8.205315198178917
"[1.9135155253683285, 0.37127913178788463]","[2.913113187874172, 2.770313521801908]",8.935768281625483
"[0.9710377292913905, 2.770313521801908]","[2.1419949910839495, 1.456556593937086]",8.194432834577242
"[2.941673121088624, 2.2562347239417604]","[0.37127913178788463, 0.9995976625058433]",8.87285674370134
"[0.5426387310746006, 1.3423168610792753]","[0.9139178628624852, 0.5426387310746006]",8.190496277729192
"[0.7425582635757693, 2.970233054303077]","[1.6850360596527072, 1.9706353917972337]",8.775631933799573
"[0.8853579296480326, 1.856395658939423]","[0.599758597503506, 1.2280771282214644]",7.586999739233053
"[2.5989539225151925, 0.8853579296480326]","[2.4847141896573817, 2.798873455016361]",7.8525704405998225
"[1.5707963267948966, 2.3133545903706656]","[1.9135155253683285, 2.3990343900140236]",7.983726598533533
"[1.9135155253683285, 3.0844727871608875]","[0.3998390650023373, 2.884553254659719]",8.006958276959596
"[1.113837395363654, 2.798873455016361]","[1.427996660722633, 1.113837395363654]",8.182077027332397
"[2.5989539225151925, 1.5707963267948966]","[0.8567979964335799, 1.5707963267948966]",8.203058616159668
"[0.37127913178788463, 1.028157595720296]","[2.970233054303077, 2.5989539225151925]",7.597702721217147
"[1.856395658939423, 2.3704744567995713]","[1.2280771282214644, 2.855993321445266]",7.732148712105511
"[1.3423168610792753, 1.5707963267948966]","[2.5132741228718345, 0.6283185307179586]",8.96140868882437
"[0.599758597503506, 2.855993321445266]","[0.7425582635757693, 0.8282380632191273]",8.01648261117964
"[0.5711986642890533, 2.3133545903706656]","[1.7992757925105178, 0.8853579296480326]",7.897060553085893
"[0.599758597503506, 2.0848751246550443]","[1.942075458582781, 1.1709572617925592]",8.300217188078339
"[1.1423973285781064, 2.541834056086287]","[2.3419145235851184, 1.0852774621492012]",7.868739770264791
"[1.0852774621492012, 2.941673121088624]","[2.2562347239417604, 0.6283185307179586]",8.253618807029767
"[2.884553254659719, 1.427996660722633]","[2.1419949910839495, 2.798873455016361]",8.343532813424753
"[2.1419949910839495, 1.3423168610792753]","[2.5703939893007397, 2.627513855729645]",8.433238986150082
"[2.798873455016361, 0.45695893143124267]","[2.0848751246550443, 2.3990343900140236]",8.336223499394078
"[0.37127913178788463, 2.7417535885874558]","[2.713193655373003, 0.8567979964335799]",8.104114051729395
"[2.827433388230814, 0.599758597503506]","[2.3704744567995713, 2.2562347239417604]",8.320288898632592
"[1.4851165271515385, 1.3708767942937279]","[2.541834056086287, 2.1705549242984024]",8.22248798076578
"[0.42839899821678995, 1.7421559260816124]","[0.9139178628624852, 2.627513855729645]",8.6858127358196
"[1.6564761264382544, 2.855993321445266]","[0.7139983303613167, 1.7707158592960652]",8.51816660523002
"[0.45695893143124267, 0.8567979964335799]","[2.9987929875175294, 1.2566370614359172]",6.395676269713343
"[1.4851165271515385, 0.9424777960769379]","[0.7425582635757693, 1.9706353917972337]",7.179137669254386
"[0.5711986642890533, 0.37127913178788463]","[1.8278357257249704, 0.7425582635757693]",5.447131117822744
"[1.3994367275081805, 1.8278357257249704]","[2.3133545903706656, 0.9710377292913905]",7.679335869450947
