g1,b1,exp_val
0.025233675932448137,0.3911219769529461,0.734001889346181
0.025233675932448137,0.4037388149191702,0.7340049032120063
0.025233675932448137,0.4163556528853943,0.7340480396604883
0.025233675932448137,0.4289724908516183,0.7341311888484104
0.025233675932448137,0.4415893288178424,0.7342541390435946
0.025233675932448137,0.45420616678406645,0.7344165771640564
0.025233675932448137,0.46682300475029054,0.7346180895752432
0.025233675932448137,0.4794398427165146,0.7348581631433174
0.025233675932448137,0.49205668068273867,0.735136186541808
0.025233675932448137,0.5046735186489627,0.7354514518082992
0.025233675932448137,0.5172903566151869,0.7358031561471965
0.025233675932448137,0.5299071945814109,0.7361904039739747
0.025233675932448137,0.5425240325476349,0.7366122091957068
0.025233675932448137,0.555140870513859,0.7370674977220635
0.025233675932448137,0.5677577084800831,0.737555110200391
0.025233675932448137,0.5803745464463071,0.7380738049679022
0.025233675932448137,0.5929913844125312,0.7386222612134618
0.025233675932448137,0.6056082223787553,0.7391990823409185
0.025233675932448137,0.6182250603449794,0.7398027995254147
0.025233675932448137,0.6308418983112034,0.7404318754536219
0.025233675932448137,0.6434587362774274,0.741084708238375
0.025233675932448137,0.6560755742436516,0.7417596354977389
0.025233675932448137,0.6686924122098756,0.74245493858812
0.025233675932448137,0.6813092501760997,0.7431688469806416
0.025233675932448137,0.6939260881423237,0.7438995427696428
0.025233675932448137,0.7065429261085479,0.7446451653018172
0.025233675932448137,0.7191597640747719,0.7454038159142042
0.025233675932448137,0.7317766020409959,0.7461735627689696
0.025233675932448137,0.7443934400072201,0.7469524457726625
0.025233675932448137,0.7570102779734441,0.7477384815674228
0.025233675932448137,0.7696271159396681,0.7485296685814302
0.025233675932448137,0.7822439539058922,0.749323992125732
0.025233675932448137,0.7948607918721163,0.750119429524474
0.025233675932448137,0.8074776298383404,0.7509139552654683
0.025233675932448137,0.8200944678045644,0.7517055461579844
0.025233675932448137,0.8327113057707886,0.7524921864846281
0.025233675932448137,0.8453281437370126,0.7532718731341911
0.025233675932448137,0.8579449817032366,0.754042620702399
0.025233675932448137,0.8705618196694607,0.7548024665475713
0.025233675932448137,0.8831786576356848,0.7555494757883172
0.025233675932448137,0.8957954956019089,0.7562817462305436
0.025233675932448137,0.9084123335681329,0.7569974132112259
0.025233675932448137,0.921029171534357,0.7576946543466118
0.025233675932448137,0.9336460095005811,0.7583716941727614
0.025233675932448137,0.9462628474668051,0.7590268086666135
0.025233675932448137,0.9588796854330291,0.7596583296360592
0.025233675932448137,0.9714965233992533,0.7602646489678481
0.025233675932448137,0.9841133613654773,0.76084422272251
0.025233675932448137,0.9967301993317014,0.7613955750658613
0.025233675932448137,1.0093470372979254,0.7619173020270895
0.025233675932448137,1.0219638752641496,0.7624080750738419
0.025233675932448137,1.0345807132303737,0.7628666444952183
0.025233675932448137,1.0471975511965976,0.763291842584051
0.025233675932448137,1.0598143891628218,0.7636825866103696
0.025233675932448137,1.0724312271290457,0.764037881578479
0.025233675932448137,1.0850480650952699,0.7643568227606287
0.025233675932448137,1.097664903061494,0.7646385980008246
0.025233675932448137,1.110281741027718,0.7648824897829121
0.025233675932448137,1.122898578993942,0.7650878770576702
0.025233675932448137,1.1355154169601662,0.7652542368242581
0.025233675932448137,1.1481322549263902,0.765381145461992
0.025233675932448137,1.1607490928926143,0.7654682798090581
0.025233675932448137,1.1733659308588384,0.7655154179854162
0.025233675932448137,1.1859827688250624,0.7655224399577983
0.025233675932448137,1.1985996067912865,0.7654893278453618
0.025233675932448137,1.2112164447575107,0.7654161659652229
0.025233675932448137,1.2238332827237346,0.7653031406177492
0.025233675932448137,1.2364501206899587,0.7651505396121624
0.025233675932448137,1.2490669586561827,0.7649587515336577
0.025233675932448137,1.2616837966224068,0.7647282647539049
0.025233675932448137,1.274300634588631,0.7644596661874519
0.025233675932448137,1.286917472554855,0.7641536397971987
0.025233675932448137,1.299534310521079,0.763810964852745
0.025233675932448137,1.3121511484873032,0.7634325139460477
0.025233675932448137,1.3247679864535271,0.7630192507694419
0.025233675932448137,1.3373848244197513,0.7625722276616812
0.025233675932448137,1.3500016623859754,0.7620925829282496
0.025233675932448137,1.3626185003521993,0.7615815379427646
0.025233675932448137,1.3752353383184235,0.7610403940368562
0.025233675932448137,1.3878521762846474,0.760470529186439
0.025233675932448137,1.4004690142508716,0.7598733945028152
0.025233675932448137,1.4130858522170957,0.7592505105375473
0.025233675932448137,1.4257026901833196,0.7586034634105053
0.025233675932448137,1.4383195281495438,0.7579339007709498
0.025233675932448137,1.450936366115768,0.7572435276019364
0.025233675932448137,1.4635532040819919,0.7565341018787253
0.025233675932448137,1.476170042048216,0.7558074300922498
0.025233675932448137,1.4887868800144402,0.7550653626490439
0.025233675932448137,1.501403717980664,0.7543097891593431
0.025233675932448137,1.5140205559468882,0.7535426336253562
0.025233675932448137,1.5266373939131124,0.752765849541961
0.025233675932448137,1.5392542318793363,0.7519814149222993
0.025233675932448137,1.5518710698455604,0.7511913272609384
0.025233675932448137,1.5644879078117844,0.750397598447425
0.025233675932448137,1.5771047457780085,0.7496022496431831
0.025233675932448137,1.5897215837442327,0.7488073061348025
0.025233675932448137,1.6023384217104566,0.7480147921768219
0.025233675932448137,1.6149552596766807,0.7472267258371413
0.025233675932448137,1.627572097642905,0.7464451138581875
0.025233675932448137,1.6401889356091288,0.7456719465469187
0.025233675932448137,1.652805773575353,0.7449091927066809
0.025233675932448137,1.6654226115415771,0.7441587946238213
0.025233675932448137,1.678039449507801,0.7434226631218251
0.025233675932448137,1.6906562874740252,0.7427026726955697
0.025233675932448137,1.7032731254402491,0.742000656738086
0.025233675932448137,1.7158899634064733,0.7413184028719828
0.025233675932448137,1.7285068013726974,0.7406576483974214
0.025233675932448137,1.7411236393389213,0.7400200758682313
0.025233675932448137,1.7537404773051455,0.739407308807433
0.025233675932448137,1.7663573152713696,0.7388209075730786
0.025233675932448137,1.7789741532375936,0.738262365384935
0.025233675932448137,1.7915909912038177,0.7377331045221297
0.025233675932448137,1.8042078291700419,0.7372344727014409
0.025233675932448137,1.8168246671362658,0.7367677396454533
0.025233675932448137,1.82944150510249,0.7363340938493204
0.025233675932448137,1.842058343068714,0.7359346395543648
0.025233675932448137,1.854675181034938,0.7355703939362239
0.025233675932448137,1.8672920190011622,0.7352422845146999
0.025233675932448137,1.879908856967386,0.734951146791912
0.025233675932448137,1.8925256949336102,0.7346977221247621
0.025233675932448137,1.9051425328998344,0.734482655837135
0.025233675932448137,1.9177593708660583,0.7343064955766361
0.025233675932448137,1.9303762088322824,0.7341696899200552
0.025233675932448137,1.9429930467985066,0.7340725872311038
0.025233675932448137,1.9556098847647305,0.7340154347733383
0.025233675932448137,1.9682267227309547,0.7339983780805241
0.025233675932448137,1.9808435606971788,0.7340214605860466
0.025233675932448137,1.9934603986634027,0.734084623512312
0.025233675932448137,2.006077236629627,0.7341877060204194
0.025233675932448137,2.018694074595851,0.7343304456197232
0.025233675932448137,2.031310912562075,0.734512478836242
0.025233675932448137,2.043927750528299,0.7347333421382144
0.025233675932448137,2.056544588494523,0.7349924731164418
0.025233675932448137,2.0691614264607474,0.7352892119164145
0.025233675932448137,2.0817782644269713,0.7356228029185742
0.025233675932448137,2.0943951023931953,0.7359923966624332
0.025233675932448137,2.107011940359419,0.7363970520096519
0.025233675932448137,2.1196287783256436,0.7368357385405658
0.025233675932448137,2.1322456162918675,0.7373073391780591
0.025233675932448137,2.1448624542580914,0.7378106530321055
0.025233675932448137,2.157479292224316,0.7383443984577288
0.025233675932448137,2.1700961301905397,0.7389072163186019
0.025233675932448137,2.1827129681567636,0.739497673447968
0.025233675932448137,2.195329806122988,0.7401142662980765
0.025233675932448137,2.207946644089212,0.7407554247688355
0.025233675932448137,2.220563482055436,0.7414195162059356
0.025233675932448137,2.2331803200216602,0.7421048495582623
0.025233675932448137,2.245797157987884,0.7428096796840107
0.025233675932448137,2.258413995954108,0.7435322117945369
0.025233675932448137,2.2710308339203324,0.744270606024632
0.025233675932448137,2.2836476718865564,0.7450229821175782
0.025233675932448137,2.2962645098527803,0.7457874242130597
0.025233675932448137,2.3088813478190047,0.7465619857257337
0.025233675932448137,2.3214981857852286,0.7473446943020418
0.025233675932448137,2.3341150237514525,0.748133556842636
0.025233675932448137,2.346731861717677,0.7489265645776331
0.025233675932448137,2.359348699683901,0.7497216981817727
0.025233675932448137,2.3719655376501247,0.7505169329164539
0.025233675932448137,2.384582375616349,0.7513102437855551
0.025233675932448137,2.397199213582573,0.7520996106919112
0.025233675932448137,2.409816051548797,0.7528830235813158
0.025233675932448137,2.4224328895150213,0.7536584875609488
0.025233675932448137,2.4350497274812453,0.7544240279791976
0.025233675932448137,2.447666565447469,0.7551776954539366
0.025233675932448137,2.460283403413693,0.7559175708364582
0.025233675932448137,2.4729002413799175,0.7566417700984189
0.025233675932448137,2.4855170793461414,0.7573484491293533
0.025233675932448137,2.4981339173123653,0.7580358084325415
0.025233675932448137,2.5107507552785897,0.7587020977072706
0.025233675932448137,2.5233675932448136,0.7593456203058236
0.025233675932448137,2.5359844312110376,0.7599647375538456
0.025233675932448137,2.548601269177262,0.7605578729230846
0.025233675932448137,2.561218107143486,0.7611235160458848
0.025233675932448137,2.57383494510971,0.7616602265612057
0.025233675932448137,2.586451783075934,0.7621666377823769
0.025233675932448137,2.599068621042158,0.7626414601772467
0.025233675932448137,2.611685459008382,0.7630834846518626
0.025233675932448137,2.6243022969746064,0.7634915856293263
0.025233675932448137,2.6369191349408303,0.7638647239159749
0.025233675932448137,2.6495359729070542,0.7642019493475989
0.025233675932448137,2.6621528108732786,0.7645024032089518
0.025233675932448137,2.6747696488395025,0.7647653204203945
0.025233675932448137,2.6873864868057264,0.7649900314861037
0.025233675932448137,2.700003324771951,0.7651759641988848
0.025233675932448137,2.7126201627381747,0.7653226450972481
0.025233675932448137,2.7252370007043987,0.7654297006710371
0.025233675932448137,2.737853838670623,0.7654968583125396
0.025233675932448137,2.750470676636847,0.7655239470106592
0.025233675932448137,2.763087514603071,0.7655108977863813
0.025233675932448137,2.775704352569295,0.7654577438684211
0.025233675932448137,2.788321190535519,0.7653646206086101
0.025233675932448137,2.800938028501743,0.7652317651372339
0.025233675932448137,2.813554866467967,0.7650595157592012
0.025233675932448137,2.8261717044341914,0.7648483110925794
0.025233675932448137,2.8387885424004153,0.7645986889516918
0.025233675932448137,2.8514053803666393,0.7643112849776204
0.025233675932448137,2.8640222183328636,0.7639868310196006
0.025233675932448137,2.8766390562990876,0.7636261532714318
0.025233675932448137,2.8892558942653115,0.7632301701676453
0.025233675932448137,2.901872732231536,0.762799890044792
0.025233675932448137,2.91448957019776,0.7623364085737998
0.025233675932448137,2.9271064081639837,0.7618409059699441
0.025233675932448137,2.939723246130208,0.7613146439875309
0.025233675932448137,2.952340084096432,0.7607589627069501
0.025233675932448137,2.964956922062656,0.7601752771222766
0.025233675932448137,2.9775737600288803,0.7595650735381116
0.025233675932448137,2.9901905979951042,0.7589299057848368
0.025233675932448137,3.002807435961328,0.7582713912619199
0.025233675932448137,3.0154242739275525,0.7575912068193483
0.025233675932448137,3.0280411118937764,0.7568910844876762
0.025233675932448137,3.0406579498600004,0.7561728070675586
0.025233675932448137,3.0532747878262247,0.7554382035900057
0.025233675932448137,3.0658916257924487,0.7546891446589129
0.025233675932448137,3.0785084637586726,0.7539275376877321
0.025233675932448137,3.0911253017248965,0.7531553220424084
0.025233675932448137,3.103742139691121,0.752374464102953
0.025233675932448137,3.116358977657345,0.7515869522562277
0.025233675932448137,3.1289758156235687,0.7507947918326918
0.025233675932448137,3.141592653589793,0.75
0.05046735186489627,0.0,0.75
0.05046735186489627,0.012616837966224068,0.7484115313069262
0.05046735186489627,0.025233675932448137,0.7468246831452029
0.05046735186489627,0.03785051389867221,0.745243496285728
0.05046735186489627,0.05046735186489627,0.743671997083385
0.05046735186489627,0.06308418983112034,0.7421141872242809
0.05046735186489627,0.07570102779734442,0.7405740335358003
0.05046735186489627,0.08831786576356848,0.7390554578854236
0.05046735186489627,0.10093470372979255,0.7375623271940335
0.05046735186489627,0.11355154169601661,0.7360984435891365
0.05046735186489627,0.12616837966224068,0.7346675347230754
0.05046735186489627,0.13878521762846474,0.7332732442808878
0.05046735186489627,0.15140205559468883,0.7319191227019776
0.05046735186489627,0.1640188935609129,0.7306086181392304
0.05046735186489627,0.17663573152713696,0.7293450676785923
0.05046735186489627,0.18925256949336103,0.7281316888414691
0.05046735186489627,0.2018694074595851,0.7269715713915899
0.05046735186489627,0.21448624542580916,0.7258676694671905
0.05046735186489627,0.22710308339203322,0.7248227940585585
0.05046735186489627,0.2397199213582573,0.7238396058500897
0.05046735186489627,0.25233675932448135,0.7229206084450875
0.05046735186489627,0.26495359729070544,0.7220681419905548
0.05046735186489627,0.2775704352569295,0.7212843772182119
0.05046735186489627,0.2901872732231536,0.7205713099169186
0.05046735186489627,0.30280411118937767,0.7199307558505699
0.05046735186489627,0.3154209491556017,0.7193643461344119
0.05046735186489627,0.3280377871218258,0.7188735230815481
0.05046735186489627,0.34065462508804983,0.7184595365302151
0.05046735186489627,0.3532714630542739,0.7181234406611774
0.05046735186489627,0.36588830102049796,0.7178660913133487
0.05046735186489627,0.37850513898672206,0.7176881438044715
0.05046735186489627,0.3911219769529461,0.717590051262408
0.05046735186489627,0.4037388149191702,0.7175720634712893
0.05046735186489627,0.4163556528853943,0.7176342262354617
0.05046735186489627,0.4289724908516183,0.7177763812628503
0.05046735186489627,0.4415893288178424,0.7179981665680354
0.05046735186489627,0.45420616678406645,0.7182990173940174
0.05046735186489627,0.46682300475029054,0.718678167650321
0.05046735186489627,0.4794398427165146,0.7191346518637786
0.05046735186489627,0.49205668068273867,0.719667307637023
0.05046735186489627,0.5046735186489627,0.7202747786084323
0.05046735186489627,0.5172903566151869,0.7209555179059852
0.05046735186489627,0.5299071945814109,0.7217077920862384
0.05046735186489627,0.5425240325476349,0.7225296855483873
0.05046735186489627,0.555140870513859,0.7234191054121787
0.05046735186489627,0.5677577084800831,0.7243737868472475
0.05046735186489627,0.5803745464463071,0.7253912988403105
0.05046735186489627,0.5929913844125312,0.7264690503855307
0.05046735186489627,0.6056082223787553,0.7276042970822882
0.05046735186489627,0.6182250603449794,0.7287941481235577
0.05046735186489627,0.6308418983112034,0.7300355736570973
0.05046735186489627,0.6434587362774274,0.7313254125007042
0.05046735186489627,0.6560755742436516,0.7326603801918901
0.05046735186489627,0.6686924122098756,0.7340370773514789
0.05046735186489627,0.6813092501760997,0.735451998339832
0.05046735186489627,0.6939260881423237,0.7369015401836523
0.05046735186489627,0.7065429261085479,0.7383820117506447
0.05046735186489627,0.7191597640747719,0.7398896431486627
0.05046735186489627,0.7317766020409959,0.7414205953254108
0.05046735186489627,0.7443934400072201,0.7429709698442583
0.05046735186489627,0.7570102779734441,0.7445368188112679
0.05046735186489627,0.7696271159396681,0.7461141549281662
0.05046735186489627,0.7822439539058922,0.7476989616456506
0.05046735186489627,0.7948607918721163,0.7492872033911839
0.05046735186489627,0.8074776298383404,0.7508748358452284
0.05046735186489627,0.8200944678045644,0.7524578162397539
0.05046735186489627,0.8327113057707886,0.7540321136527959
0.05046735186489627,0.8453281437370126,0.755593719272847
0.05046735186489627,0.8579449817032366,0.7571386566069477
0.05046735186489627,0.8705618196694607,0.7586629916064797
0.05046735186489627,0.8831786576356848,0.7601628426848781
0.05046735186489627,0.8957954956019089,0.7616343906017554
0.05046735186489627,0.9084123335681329,0.7630738881882643
0.05046735186489627,0.921029171534357,0.7644776698889375
0.05046735186489627,0.9336460095005811,0.7658421610957062
0.05046735186489627,0.9462628474668051,0.7671638872503291
0.05046735186489627,0.9588796854330291,0.768439482692052
0.05046735186489627,0.9714965233992533,0.7696656992279713
0.05046735186489627,0.9841133613654773,0.7708394144042745
0.05046735186489627,0.9967301993317014,0.771957639457297
0.05046735186489627,1.0093470372979254,0.7730175269241499
0.05046735186489627,1.0219638752641496,0.774016377893536
0.05046735186489627,1.0345807132303737,0.7749516488782922
0.05046735186489627,1.0471975511965976,0.7758209582921601
0.05046735186489627,1.0598143891628218,0.7766220925142873
0.05046735186489627,1.0724312271290457,0.7773530115260202
0.05046735186489627,1.0850480650952699,0.778011854105635
0.05046735186489627,1.097664903061494,0.7785969425677765
0.05046735186489627,1.110281741027718,0.7791067870355382
0.05046735186489627,1.122898578993942,0.779540089234304
0.05046735186489627,1.1355154169601662,0.7798957457976922
0.05046735186489627,1.1481322549263902,0.7801728510771816
0.05046735186489627,1.1607490928926143,0.7803706994482671
0.05046735186489627,1.1733659308588384,0.7804887871072709
0.05046735186489627,1.1859827688250624,0.7805268133542347
0.05046735186489627,1.1985996067912865,0.7804846813586261
0.05046735186489627,1.2112164447575107,0.7803624984059098
0.05046735186489627,1.2238332827237346,0.7801605756243533
0.05046735186489627,1.2364501206899587,0.7798794271927659
0.05046735186489627,1.2490669586561827,0.779519769031189
0.05046735186489627,1.2616837966224068,0.7790825169778652
0.05046735186489627,1.274300634588631,0.7785687844571377
0.05046735186489627,1.286917472554855,0.7779798796442111
0.05046735186489627,1.299534310521079,0.7773173021339976
0.05046735186489627,1.3121511484873032,0.7765827391225287
0.05046735186489627,1.3247679864535271,0.7757780611106565
0.05046735186489627,1.3373848244197513,0.7749053171409872
0.05046735186489627,1.3500016623859754,0.773966729580171
0.05046735186489627,1.3626185003521993,0.7729646884598391
0.05046735186489627,1.3752353383184235,0.7719017453905962
0.05046735186489627,1.3878521762846474,0.7707806070645656
0.05046735186489627,1.4004690142508716,0.7696041283630329
0.05046735186489627,1.4130858522170957,0.7683753050867391
0.05046735186489627,1.4257026901833196,0.7670972663273347
0.05046735186489627,1.4383195281495438,0.7657732664994195
0.05046735186489627,1.450936366115768,0.7644066770534584
0.05046735186489627,1.4635532040819919,0.7630009778906771
